model_name,group_name,workload_name,candidate_action,backend,hardware_label,backend_feasible,calibration_signal,perturbation_risk,predicted_quality_risk,prompt_nll_delta_pct_vs_bf16,latency_delta_pct_vs_bf16,prefill_latency_delta_pct_vs_bf16,output_tokens_per_sec_delta_pct_vs_bf16,decode_tokens_per_sec_delta_pct_vs_bf16,total_tokens_per_sec_delta_pct_vs_bf16,memory_delta_gib_vs_bf16,memory_delta_pct_vs_bf16,kv_cache_memory_delta_gib_vs_bf16,source_artifact,failure_reason,notes
meta-llama/Llama-3.1-8B,prefill,prefill_heavy,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/benchmarks/bf16_default/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_heavy,bf16_kv_fp8,vllm+bfloat16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00049057,-0.049057,1.277457,1.277457,-1.260519,,-1.260519,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/benchmarks/bf16_kv_fp8/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_heavy,bf16_kv_fp8_e4m3,vllm+bfloat16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00049057,-0.049057,1.016284,1.016284,-1.005863,,-1.005863,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/benchmarks/bf16_kv_fp8_e4m3/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_heavy,fp16_bitsandbytes,vllm+float16+bitsandbytes,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.01324062,1.324062,-83.828599,-83.828599,-61.351322,,510.227984,0.656250,2.999406,0.656250,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_bitsandbytes/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_heavy,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00009038,0.009038,-0.532373,-0.532373,0.535142,,0.535142,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_default/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_heavy,fp16_kv_fp8,vllm+float16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00191228,-0.191228,-0.001890,-0.001890,0.007864,,0.007864,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_kv_fp8/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_heavy,fp16_kv_fp8_e4m3,vllm+float16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00191228,-0.191228,0.722954,0.722954,-0.717580,,-0.717580,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_kv_fp8_e4m3/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/shuyuej__Meta-Llama-3.1-8B-GPTQ,prefill,prefill_heavy,llama31_8b_base_gptq_artifact,unknown,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.04135850,4.135850,-61.687278,-61.687278,161.017562,,161.017562,0.310547,1.419362,0.310547,experiments/h9-transformer-inference-policy-search/results/benchmarks/llama31_8b_base_gptq_artifact/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/hugging-quants__Meta-Llama-3.1-8B-Instruct-AWQ-INT4,prefill,prefill_heavy,llama31_8b_instruct_awq_artifact,unknown,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.07626011,7.626011,181.390214,181.390214,-64.462303,,-64.462303,0.320312,1.463996,0.320312,experiments/h9-transformer-inference-policy-search/results/benchmarks/llama31_8b_instruct_awq_artifact/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/shuyuej__Meta-Llama-3.1-8B-Instruct-GPTQ,prefill,prefill_heavy,llama31_8b_instruct_gptq_artifact,unknown,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.05365960,5.365960,-60.954963,-60.954963,156.138573,,155.913495,0.037109,0.169609,0.037109,experiments/h9-transformer-inference-policy-search/results/benchmarks/llama31_8b_instruct_gptq_artifact/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/shuyuej__Meta-Llama-3.1-8B-Instruct-GPTQ,prefill,prefill_heavy,llama31_8b_instruct_gptq_marlin_artifact,vllm+float16+gptq_marlin,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.05365960,5.365960,-61.526067,-61.526067,159.920690,,159.692289,0.037109,0.169609,0.037109,experiments/h9-transformer-inference-policy-search/results/benchmarks/llama31_8b_instruct_gptq_marlin_artifact/benchmark.json,,h9_1_default; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,backend_feasibility,,fp16_torchao,vllm+float16+torchao,rtx3090-lab,false,not_applicable_backend_failure,not_applicable_backend_failure,,,,,,,,,,,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_torchao/benchmark.json,Invalid H9 policy: vLLM torchao quantization requires an explicit torchao_config; skip fp16_torchao until a concrete torchao_config is added.,h9_1_default; infeasible row retained to make backend support limits explicit.
meta-llama/Llama-3.1-8B,backend_feasibility,,fp16_torchao_int4wo_g128,vllm+float16+torchao,rtx3090-lab,false,not_applicable_backend_failure,not_applicable_backend_failure,,,,,,,,,,,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_torchao_int4wo_g128/benchmark.json,RuntimeError: Engine core initialization failed. See root cause above. Failed core proc(s): {},h9_1_default; infeasible row retained to make backend support limits explicit.
meta-llama/Llama-3.1-8B,backend_feasibility,,fp16_torchao_int8dyn_int8w,vllm+float16+torchao,rtx3090-lab,false,not_applicable_backend_failure,not_applicable_backend_failure,,,,,,,,,,,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_torchao_int8dyn_int8w/benchmark.json,RuntimeError: Engine core initialization failed. See root cause above. Failed core proc(s): {},h9_1_default; infeasible row retained to make backend support limits explicit.
meta-llama/Llama-3.1-8B,backend_feasibility,,fp16_torchao_int8wo,vllm+float16+torchao,rtx3090-lab,false,not_applicable_backend_failure,not_applicable_backend_failure,,,,,,,,,,,experiments/h9-transformer-inference-policy-search/results/benchmarks/fp16_torchao_int8wo/benchmark.json,RuntimeError: Engine core initialization failed. See root cause above. Failed core proc(s): {},h9_1_default; infeasible row retained to make backend support limits explicit.
meta-llama/Llama-3.1-8B,mixed_batch,batch_mixed_long,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,,0.000000,,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_default/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,mixed_batch,batch_mixed_long,bf16_kv_fp8,vllm+bfloat16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00051479,0.051479,-1.417483,,1.438061,,1.438061,0.796875,3.641811,0.796875,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_kv_fp8/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,mixed_batch,batch_mixed_long,bf16_kv_fp8_e4m3,vllm+bfloat16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00051479,0.051479,-1.121573,,1.134155,,1.134155,0.796875,3.641811,0.796875,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_kv_fp8_e4m3/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,mixed_batch,batch_mixed_long,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00014844,-0.014844,-0.426803,,0.428405,,0.428405,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_default/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,mixed_batch,batch_mixed_long,fp16_kv_fp8,vllm+float16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00019607,-0.019607,-2.060389,,2.103854,,2.103854,0.796875,3.641811,0.796875,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_kv_fp8/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,mixed_batch,batch_mixed_long,fp16_kv_fp8_e4m3,vllm+float16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00019607,-0.019607,-1.250705,,1.266926,,1.266926,0.796875,3.641811,0.796875,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_kv_fp8_e4m3/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,decode,decode_2k_context,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_default/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,decode,decode_2k_context,bf16_kv_fp8,vllm+bfloat16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00051479,0.051479,0.861094,,-0.854650,-0.854650,-0.854650,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_kv_fp8/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,decode,decode_2k_context,bf16_kv_fp8_e4m3,vllm+bfloat16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00051479,0.051479,0.521045,,-0.518728,-0.518728,-0.518728,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_kv_fp8_e4m3/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,decode,decode_2k_context,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00014844,-0.014844,0.369920,,-0.369831,-0.369831,-0.369831,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_default/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
